treatment,commun,site,transect,altitude,slope,quad,trans.pair,trans.no,antmed,antros,antumb,arnlat,callep,caspar,dipsit,epiana,erigla,erygra,hietri,leppyr,luepec,luparc,mictol,penpro,potfla,pusocc,ranesc,solmul,tonlya,valsti,verwor,agrcap,danint,fesbra,poaalp,vahatr,carhas,carnar,carnig,carspe,schacu,jundru,luzpip,aulpal,braspp,bryosp1,bryosp2,bucsud,cerpur,dicoly,dicpal,ditspp,meilya,nipelo,nipmut,nippyg,phifon,pohnut,polpil,polspp,rhysqu,rhyrob,scioed,strcon,barhat,lopven,crust,vacmem,vacova,casmer,gauhum,kalmic,phyemp,phygla,phyint,salbar,salcom,sorsit,abilas,tsumer,soil,litter,rock
far,vac/phy,2,BT-10,1698.4,9,1,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,5,,0.5,,,,,,,,,,,,,,,,30,,,,15,,,,,,,,,80,
far,vac/phy,2,BT-10,1698.4,9,2,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,1,,,,,,,,,,,,,1,,,,,25,,,,10,,,,,,,,,80,
far,vac/phy,2,BT-10,1698.4,9,3,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,5,,,,,15,,,,20,,,,,,,,,60,
far,vac/phy,2,BT-10,1698.4,9,4,5,10,,,,0.5,,,,,,,,,1,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,0.5,,,10,,,,30,,,,,,,,,60,
far,vac/phy,2,BT-10,1698.4,9,5,5,10,,,,5,,,,,,,0.5,,5,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,5,,,,20,,,,,,,,,,
far,vac/phy,2,BT-10,1698.4,9,6,5,10,,,,0.5,,,,,,,,,1,1,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,35,,,,15,,,,,,,,,70,
far,vac/phy,2,BT-10,1698.4,9,7,5,10,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,45,,,,1,,,,,,,,,80,
far,vac/phy,2,BT-10,1698.4,9,8,5,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.5,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,40,,,,5,,,,,,,,,70,
far,vac/phy,2,BT-10,1698.4,9,9,5,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,30,,,,15,,,,,,,,,60,
far,vac/phy,2,BT-10,1698.4,9,10,5,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10,,,,5,,,,,,,,,70,
near,phy/vac,2,BT-11,1723.8,6,1,6,11,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,10,,,,50,,,,,,,,5,1,
near,phy/vac,2,BT-11,1723.8,6,2,6,11,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,20,,,,30,,,,,,,,10,5,
near,phy/vac,2,BT-11,1723.8,6,3,6,11,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,25,,,,,,,,20,10,
near,phy/vac,2,BT-11,1723.8,6,4,6,11,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,25,,,,,,,,60,1,
near,phy/vac,2,BT-11,1723.8,6,5,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,80,1,10
near,phy/vac,2,BT-11,1723.8,6,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,5,,,,,,,,5,0.5,70
near,phy/vac,2,BT-11,1723.8,6,7,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,10,,,,,,25,,30,1,40
near,phy/vac,2,BT-11,1723.8,6,8,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,1,,50,10,5
near,phy/vac,2,BT-11,1723.8,6,9,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,70,20,10
near,phy/vac,2,BT-11,1723.8,6,10,6,11,,,,,,,,,0.5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,70,,5,80,
far,phy/vac,2,BT-12,1722,17,1,6,12,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,15,,,,,,,,,70,
far,phy/vac,2,BT-12,1722,17,2,6,12,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,40,,,,,,,,,25,
far,phy/vac,2,BT-12,1722,17,3,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,20,,,,60,,,,,,5,,,20,
far,phy/vac,2,BT-12,1722,17,4,6,12,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,80,,,,,,5,,,15,
far,phy/vac,2,BT-12,1722,17,5,6,12,,,,,,,,,0.5,,,,,20,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,25,,,,,,,,,60,
far,phy/vac,2,BT-12,1722,17,6,6,12,,,,1,,,,,,,,,,5,,,,,,,,5,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,10,,,45,
far,phy/vac,2,BT-12,1722,17,7,6,12,,,,1,,,,,,,,,,1,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,20,,,15,
far,phy/vac,2,BT-12,1722,17,8,6,12,,,,1,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,80,,,10,
far,phy/vac,2,BT-12,1722,17,9,6,12,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,60,,,15,
far,phy/vac,2,BT-12,1722,17,10,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,60,,,10,
near,cas/vac/car,2,BT-13,1740.2,12,1,7,13,,,,0.5,,,,,0.5,,,,10,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,10,,,,,,,,,,,,70,,
near,cas/vac/car,2,BT-13,1740.2,12,2,7,13,,,,1,,,,,1,,,,10,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.5,,,,,,0.5,,1,,,,,,,,,5,,,,,,,,,,0.5,,90,,
near,cas/vac/car,2,BT-13,1740.2,12,3,7,13,,,,,,,,,0.5,,,,10,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,15,,,,,,,,,,,,70,,
near,cas/vac/car,2,BT-13,1740.2,12,4,7,13,,,,,,,,,0.5,,,,15,5,,,,,,,,1,,,,,,,,,,5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,35,,
near,cas/vac/car,2,BT-13,1740.2,12,5,7,13,,,,,,,,,0.5,,,,15,0.5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0.5,,25,10,
near,cas/vac/car,2,BT-13,1740.2,12,6,7,13,,,,0.5,,,,,,,,,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,15,60,,,,,,,,,30,,45,,
near,cas/vac/car,2,BT-13,1740.2,12,7,7,13,,,,1,,,,,,,,,35,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.5,,,,,,,,,10,,20,,
near,cas/vac/car,2,BT-13,1740.2,12,8,7,13,,,,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,,,5,30,,,,,,,,,5,,50,,
near,cas/vac/car,2,BT-13,1740.2,12,9,7,13,,,,5,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,70,,,,,,,,,1,,20,,
near,cas/vac/car,2,BT-13,1740.2,12,10,7,13,,,,10,,,,,0.5,,,,5,0.5,,,,,,,,5,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,30,45,,,,,,,,,35,,15,,
far,cas/phy/vac,2,BT-14,1742.7,21,1,7,14,,,,1,,,,,0.5,,,,1,10,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,1,,,1,,,,,,0.5,,,5,,,,,,1,25,5,,0.5,,,,,,15,,,25,
far,cas/phy/vac,2,BT-14,1742.7,21,2,7,14,,,,1,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,,,50,,,,,,,,,,
far,cas/phy/vac,2,BT-14,1742.7,21,3,7,14,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,90,,,,,,,,,,
far,cas/phy/vac,2,BT-14,1742.7,21,4,7,14,,,,0.5,,,,,,,0.5,,1,0.5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,5,15,,,25,,,,,,,,10,10,
far,cas/phy/vac,2,BT-14,1742.7,21,5,7,14,,,,0.5,,,,,,,,,1,0.5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,,,,,,,,,,,5,10,
far,cas/phy/vac,2,BT-14,1742.7,21,6,7,14,,,,0.5,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,5,70,,,,,,,,,0.5,,5,5,
far,cas/phy/vac,2,BT-14,1742.7,21,7,7,14,,,,0.5,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,1,,,,1,,,,,,,,,15,40,,,,,,,,,5,,10,10,
far,cas/phy/vac,2,BT-14,1742.7,21,8,7,14,,,,0.5,,,,,,,0.5,,0.5,0.5,,,,,,,,10,,,,,,,,,,0.5,,,,,,,,,,,,,,1,,,,,1,0.5,,,,,,,,,10,10,,,,,,,,,1,,10,,
far,cas/phy/vac,2,BT-14,1742.7,21,9,7,14,,,,,,,,,,,0.5,,5,0.5,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,1,,,,,,,0.5,,,,,,,,,25,,,,,,,,,,10,,,35,
far,cas/phy/vac,2,BT-14,1742.7,21,10,7,14,,,,,,,,,,,0.5,,1,1,,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,1,,,,,,,,,,,,0.5,,,,,,,,,20,10,,,,,,,,,10,,10,30,
near,car/phy/cas,2,BT-15,1983.2,12,1,8,15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,60,,30
near,car/phy/cas,2,BT-15,1983.2,12,2,8,15,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,50,5,35
near,car/phy/cas,2,BT-15,1983.2,12,3,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,60,,30
near,car/phy/cas,2,BT-15,1983.2,12,4,8,15,,,,,,,,,,,,,1,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,20,,60
near,car/phy/cas,2,BT-15,1983.2,12,5,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,40,,50
near,car/phy/cas,2,BT-15,1983.2,12,6,8,15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,20,,80
near,car/phy/cas,2,BT-15,1983.2,12,7,8,15,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0.5,,,,,,,25,,35
near,car/phy/cas,2,BT-15,1983.2,12,8,8,15,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,0.5,,40,,25
near,car/phy/cas,2,BT-15,1983.2,12,9,8,15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,25,,40
near,car/phy/cas,2,BT-15,1983.2,12,10,8,15,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,30
far,phy,2,BT-16,1983.1,25,1,8,16,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,25,,,,,10,,,,25,,,25,20
far,phy,2,BT-16,1983.1,25,2,8,16,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,,,,,,,,,,,,,30,,,,10,1,,,,50,,,10,25
far,phy,2,BT-16,1983.1,25,3,8,16,,,,,,,,,,,,,0.5,,,,,,,1,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,10,,,5,90
far,phy,2,BT-16,1983.1,25,4,8,16,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,20,,35
far,phy,2,BT-16,1983.1,25,5,8,16,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,1,,,,50
far,phy,2,BT-16,1983.1,25,6,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,95
far,phy,2,BT-16,1983.1,25,7,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,50,,,1,60
far,phy,2,BT-16,1983.1,25,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,50,,25
far,phy,2,BT-16,1983.1,25,9,8,16,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,40,,35
far,phy,2,BT-16,1983.1,25,10,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,0.5,,20,,25
near,cas,3,PR-17,1769.9,9,1,9,17,,,,,,,0.5,,,,0.5,,10,,,,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,0.5,,90,,
near,cas,3,PR-17,1769.9,9,2,9,17,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,
near,cas,3,PR-17,1769.9,9,3,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,100,,
near,cas,3,PR-17,1769.9,9,4,9,17,,,,,,,,,,,,,10,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,
near,cas,3,PR-17,1769.9,9,5,9,17,,,,,,,,,,,0.5,,5,,,,,,,,,,,,,,,,,,10,,,,0.5,,,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,80,,
near,cas,3,PR-17,1769.9,9,6,9,17,,,,,,,,,,,1,,10,,,,,0.5,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,
near,cas,3,PR-17,1769.9,9,7,9,17,,,,,,,,,,,1,,15,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,35,,
near,cas,3,PR-17,1769.9,9,8,9,17,,,,,,,15,,,,0.5,,10,,,,,,,,,,,,,,,,,,5,5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,5,,,45,,,,,,,,,,,20,,
near,cas,3,PR-17,1769.9,9,9,9,17,,,,,,,5,,,,,,40,,,,,,,,,,,,,,,,,,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
near,cas,3,PR-17,1769.9,9,10,9,17,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,
far,cas/phy,3,PR-18,1769.9,9,1,9,18,,,,,0.5,,20,0.5,,,0.5,,1,,,,,0.5,,,,0.5,,,,,,,,,0.5,,,0.5,,,,15,,,,,,,,,,,,,,,,,,,,,5,,,5,,,1,5,,,,,0.5,,,1,
far,cas/phy,3,PR-18,1769.9,9,2,9,18,,,,,,,,0.5,,,0.5,,5,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,15,,,,,,,,,,,,,,,,,,,,,1,,,30,,,5,,,,,,0.5,,,5,
far,cas/phy,3,PR-18,1769.9,9,3,9,18,,,,,,,,,,,0.5,,5,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,35,,,,,,,,,,,,,,0.5,,,,,,,1,,,20,,,5,,,,,,,,,1,
far,cas/phy,3,PR-18,1769.9,9,4,9,18,1,,,0.5,1,0.5,,0.5,0.5,,0.5,,0.5,,,,,1,,,,,,,,,,0.5,,,0.5,0.5,,0.5,0.5,,,15,,,,,,,,,,,,,,0.5,,,,,,,1,,,5,,,15,,,,,,0.5,,,0.5,
far,cas/phy,3,PR-18,1769.9,9,5,9,18,0.5,,,,1,0.5,,0.5,1,,1,,1,,,,,5,,,,1,0.5,,,,,0.5,,,0.5,0.5,,0.5,0.5,,,30,,,,,,,,,,,,,,0.5,,,,,,,10,,,5,,,,,,,,,0.5,,,,
far,cas/phy,3,PR-18,1769.9,9,6,9,18,,,,0.5,1,1,,0.5,,,1,,5,,,,,5,,,,1,0.5,,,,,,,,0.5,0.5,,0.5,,,,0.5,1,,,,,,,,,,,,,0.5,,,,,,,5,,,10,,,10,,,,,,,,,,
far,cas/phy,3,PR-18,1769.9,9,7,9,18,0.5,,,,10,,,,,,1,,10,,,,,5,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,15,,,,,,,,,5,
far,cas/phy,3,PR-18,1769.9,9,8,9,18,,,,,5,1,,,,,0.5,,15,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,1,
far,cas/phy,3,PR-18,1769.9,9,9,9,18,,,,,,,,,,,0.5,,35,,,,,,,,,,,,,,,,,,,0.5,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,40,,,15,5,,,,,,,,1,
far,cas/phy,3,PR-18,1769.9,9,10,9,18,,,,1,,,,,,,0.5,,15,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,30,,,15,10,,,,,0.5,,,5,
near,vac,3,PR-19,1758.7,NA,1,10,19,,,,,,,,,,,0.5,,1,,,,,,,,,,,,,,,,,,5,,,1,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,80,10,
near,vac,3,PR-19,1758.7,NA,2,10,19,,,,,,,,,0.5,,1,,15,,,,,,,,,,,,,,,0.5,,,1,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,5,1,,0.5,,,,,,,,,35,5,10
near,vac,3,PR-19,1758.7,NA,3,10,19,,,,,,,,,0.5,,1,,45,,,,,,,,,,,,,,,0.5,,,1,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,5,1,,0.5,5,,,,,,,,10,1,
near,vac,3,PR-19,1758.7,NA,4,10,19,,,,,,,,,,,0.5,,20,,,,,,,,,,,,,,,0.5,,,5,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,15,,,,,,,,15,0.5,
near,vac,3,PR-19,1758.7,NA,5,10,19,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,1,,,10,5,,1,,,,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,,,,20,1,
near,vac,3,PR-19,1758.7,NA,6,10,19,,,,,,,,,,,0.5,,1,,,,,,,,,,,,,,,0.5,,,10,,,5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5,
near,vac,3,PR-19,1758.7,NA,7,10,19,1,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,0.5,,,10,,,0.5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,60,1,
